id_municipio,municipio,ano,sexo,valor
Município (Código),Município,Ano,Sexo,
3146305,Padre Paraíso - MG,2010,Total,80.0
3146404,Paineiras - MG,2010,Total,90.0
3146503,Pains - MG,2010,Total,93.2
3146552,Pai Pedro - MG,2010,Total,72.3
3146602,Paiva - MG,2010,Total,88.2
3146701,Palma - MG,2010,Total,89.7
3146750,Palmópolis - MG,2010,Total,73.4
3146909,Papagaios - MG,2010,Total,91.7
3147006,Paracatu - MG,2010,Total,93.1
3147105,Pará de Minas - MG,2010,Total,96.4
3147204,Paraguaçu - MG,2010,Total,93.3
3147303,Paraisópolis - MG,2010,Total,92.3
3147402,Paraopeba - MG,2010,Total,94.3
3147501,Passabém - MG,2010,Total,83.6
3147600,Passa Quatro - MG,2010,Total,94.7
3147709,Passa Tempo - MG,2010,Total,92.9
3147808,Passa Vinte - MG,2010,Total,87.7
3147907,Passos - MG,2010,Total,94.9
3147956,Patis - MG,2010,Total,79.5
3148004,Patos de Minas - MG,2010,Total,94.9
3148103,Patrocínio - MG,2010,Total,94.0
3148202,Patrocínio do Muriaé - MG,2010,Total,90.8
3148301,Paula Cândido - MG,2010,Total,91.0
3148400,Paulistas - MG,2010,Total,82.3
3148509,Pavão - MG,2010,Total,78.8
3148608,Peçanha - MG,2010,Total,82.3
3148707,Pedra Azul - MG,2010,Total,82.2
3148756,Pedra Bonita - MG,2010,Total,86.9
3148806,Pedra do Anta - MG,2010,Total,82.3
3148905,Pedra do Indaiá - MG,2010,Total,89.9
3149002,Pedra Dourada - MG,2010,Total,88.1
3149101,Pedralva - MG,2010,Total,92.0
3149150,Pedras de Maria da Cruz - MG,2010,Total,79.6
3149200,Pedrinópolis - MG,2010,Total,90.6
3149309,Pedro Leopoldo - MG,2010,Total,95.0
3149408,Pedro Teixeira - MG,2010,Total,89.6
3149507,Pequeri - MG,2010,Total,92.5
3149606,Pequi - MG,2010,Total,92.4
3149705,Perdigão - MG,2010,Total,93.7
3149804,Perdizes - MG,2010,Total,92.6
3149903,Perdões - MG,2010,Total,93.2
3149952,Periquito - MG,2010,Total,84.4
3150000,Pescador - MG,2010,Total,82.7
3150109,Piau - MG,2010,Total,87.1
3150158,Piedade de Caratinga - MG,2010,Total,84.3
3150208,Piedade de Ponte Nova - MG,2010,Total,85.6
3150307,Piedade do Rio Grande - MG,2010,Total,87.3
3150406,Piedade dos Gerais - MG,2010,Total,86.6
3150505,Pimenta - MG,2010,Total,92.1
3150539,Pingo-d'Água - MG,2010,Total,84.3
3150570,Pintópolis - MG,2010,Total,84.5
3150604,Piracema - MG,2010,Total,89.1
3150703,Pirajuba - MG,2010,Total,91.8
3150802,Piranga - MG,2010,Total,89.6
3150901,Piranguçu - MG,2010,Total,90.1
3151008,Piranguinho - MG,2010,Total,93.1
3151107,Pirapetinga - MG,2010,Total,92.0
3151206,Pirapora - MG,2010,Total,93.6
3151305,Piraúba - MG,2010,Total,91.1
3151404,Pitangui - MG,2010,Total,94.3
3151503,Piumhi - MG,2010,Total,93.5
3151602,Planura - MG,2010,Total,92.3
3151701,Poço Fundo - MG,2010,Total,93.6
3151800,Poços de Caldas - MG,2010,Total,96.6
3151909,Pocrane - MG,2010,Total,82.8
3152006,Pompéu - MG,2010,Total,91.4
3152105,Ponte Nova - MG,2010,Total,93.6
3152131,Ponto Chique - MG,2010,Total,85.5
3152170,Ponto dos Volantes - MG,2010,Total,75.4
3152204,Porteirinha - MG,2010,Total,80.7
3152303,Porto Firme - MG,2010,Total,87.7
3152402,Poté - MG,2010,Total,77.1
3152501,Pouso Alegre - MG,2010,Total,96.3
3152600,Pouso Alto - MG,2010,Total,92.1
3152709,Prados - MG,2010,Total,93.6
3152808,Prata - MG,2010,Total,91.0
3152907,Pratápolis - MG,2010,Total,91.9
3153004,Pratinha - MG,2010,Total,89.4
3153103,Presidente Bernardes - MG,2010,Total,87.9
3153202,Presidente Juscelino - MG,2010,Total,82.4
3153301,Presidente Kubitschek - MG,2010,Total,88.0
3153400,Presidente Olegário - MG,2010,Total,90.3
3153509,Alto Jequitibá - MG,2010,Total,90.4
3153608,Prudente de Morais - MG,2010,Total,94.0
3153707,Quartel Geral - MG,2010,Total,89.1
3153806,Queluzito - MG,2010,Total,93.8
3153905,Raposos - MG,2010,Total,95.3
3154002,Raul Soares - MG,2010,Total,87.2
3154101,Recreio - MG,2010,Total,89.4
3154150,Reduto - MG,2010,Total,88.2
3154200,Resende Costa - MG,2010,Total,94.5
3154309,Resplendor - MG,2010,Total,86.5
3154408,Ressaquinha - MG,2010,Total,90.3
3154457,Riachinho - MG,2010,Total,87.9
3154507,Riacho dos Machados - MG,2010,Total,80.3
3154606,Ribeirão das Neves - MG,2010,Total,94.2
3154705,Ribeirão Vermelho - MG,2010,Total,95.2
3154804,Rio Acima - MG,2010,Total,93.4
3154903,Rio Casca - MG,2010,Total,89.8
3155009,Rio Doce - MG,2010,Total,86.9
3155108,Rio do Prado - MG,2010,Total,78.3
3155207,Rio Espera - MG,2010,Total,88.1
3155306,Rio Manso - MG,2010,Total,89.5
3155405,Rio Novo - MG,2010,Total,90.7
3155504,Rio Paranaíba - MG,2010,Total,92.0
3155603,Rio Pardo de Minas - MG,2010,Total,79.5
3155702,Rio Piracicaba - MG,2010,Total,92.1
3155801,Rio Pomba - MG,2010,Total,91.7
3155900,Rio Preto - MG,2010,Total,88.8
3156007,Rio Vermelho - MG,2010,Total,76.4
3156106,Ritápolis - MG,2010,Total,91.2
3156205,Rochedo de Minas - MG,2010,Total,91.4
3156304,Rodeiro - MG,2010,Total,92.6
3156403,Romaria - MG,2010,Total,92.3
3156452,Rosário da Limeira - MG,2010,Total,87.4
3156502,Rubelita - MG,2010,Total,78.2
3156601,Rubim - MG,2010,Total,75.6
3156700,Sabará - MG,2010,Total,95.5
3156809,Sabinópolis - MG,2010,Total,84.2
3156908,Sacramento - MG,2010,Total,94.1
3157005,Salinas - MG,2010,Total,84.4
3157104,Salto da Divisa - MG,2010,Total,75.9
3157203,Santa Bárbara - MG,2010,Total,94.7
3157252,Santa Bárbara do Leste - MG,2010,Total,87.7
3157278,Santa Bárbara do Monte Verde - MG,2010,Total,86.3
3157302,Santa Bárbara do Tugúrio - MG,2010,Total,87.1
3157336,Santa Cruz de Minas - MG,2010,Total,95.2
3157377,Santa Cruz de Salinas - MG,2010,Total,76.5
3157401,Santa Cruz do Escalvado - MG,2010,Total,86.0
3157500,Santa Efigênia de Minas - MG,2010,Total,82.5
3157609,Santa Fé de Minas - MG,2010,Total,83.5
3157658,Santa Helena de Minas - MG,2010,Total,70.4
3157708,Santa Juliana - MG,2010,Total,93.3
3157807,Santa Luzia - MG,2010,Total,95.6
3157906,Santa Margarida - MG,2010,Total,89.1
3158003,Santa Maria de Itabira - MG,2010,Total,87.6
3158102,Santa Maria do Salto - MG,2010,Total,74.2
3158201,Santa Maria do Suaçuí - MG,2010,Total,78.7
3158300,Santana da Vargem - MG,2010,Total,91.8
3158409,Santana de Cataguases - MG,2010,Total,89.6
3158508,Santana de Pirapama - MG,2010,Total,83.9
3158607,Santana do Deserto - MG,2010,Total,91.4
3158706,Santana do Garambéu - MG,2010,Total,84.8
3158805,Santana do Jacaré - MG,2010,Total,86.2
3158904,Santana do Manhuaçu - MG,2010,Total,84.4
3158953,Santana do Paraíso - MG,2010,Total,91.6
3159001,Santana do Riacho - MG,2010,Total,86.1
3159100,Santana dos Montes - MG,2010,Total,90.0
3159209,Santa Rita de Caldas - MG,2010,Total,92.2
3159308,Santa Rita de Jacutinga - MG,2010,Total,88.5
3159357,Santa Rita de Minas - MG,2010,Total,85.3
3159407,Santa Rita de Ibitipoca - MG,2010,Total,84.5
3159506,Santa Rita do Itueto - MG,2010,Total,83.2
3159605,Santa Rita do Sapucaí - MG,2010,Total,92.2
3159704,Santa Rosa da Serra - MG,2010,Total,88.8
3159803,Santa Vitória - MG,2010,Total,88.7
3159902,Santo Antônio do Amparo - MG,2010,Total,88.6
3160009,Santo Antônio do Aventureiro - MG,2010,Total,87.6
3160108,Santo Antônio do Grama - MG,2010,Total,86.3
3160207,Santo Antônio do Itambé - MG,2010,Total,80.1
3160306,Santo Antônio do Jacinto - MG,2010,Total,73.5
3160405,Santo Antônio do Monte - MG,2010,Total,94.2
3160454,Santo Antônio do Retiro - MG,2010,Total,72.7
3160504,Santo Antônio do Rio Abaixo - MG,2010,Total,83.2
3160603,Santo Hipólito - MG,2010,Total,85.2
3160702,Santos Dumont - MG,2010,Total,93.3
3160801,São Bento Abade - MG,2010,Total,88.6
3160900,São Brás do Suaçuí - MG,2010,Total,95.6
3160959,São Domingos das Dores - MG,2010,Total,88.7
3161007,São Domingos do Prata - MG,2010,Total,91.8
3161056,São Félix de Minas - MG,2010,Total,80.0
3161106,São Francisco - MG,2010,Total,84.8
3161205,São Francisco de Paula - MG,2010,Total,87.8
3161304,São Francisco de Sales - MG,2010,Total,90.1
3161403,São Francisco do Glória - MG,2010,Total,86.0
3161502,São Geraldo - MG,2010,Total,90.4
3161601,São Geraldo da Piedade - MG,2010,Total,80.9
3161650,São Geraldo do Baixio - MG,2010,Total,81.2
3161700,São Gonçalo do Abaeté - MG,2010,Total,89.4
3161809,São Gonçalo do Pará - MG,2010,Total,94.0
3161908,São Gonçalo do Rio Abaixo - MG,2010,Total,89.4
3162005,São Gonçalo do Sapucaí - MG,2010,Total,92.6
3162104,São Gotardo - MG,2010,Total,92.6
3162203,São João Batista do Glória - MG,2010,Total,91.1
3162252,São João da Lagoa - MG,2010,Total,86.1
3162302,São João da Mata - MG,2010,Total,89.9
3162401,São João da Ponte - MG,2010,Total,74.6
3162450,São João das Missões - MG,2010,Total,72.7
3162500,São João del Rei - MG,2010,Total,96.3
3162559,São João do Manhuaçu - MG,2010,Total,87.2
3162575,São João do Manteninha - MG,2010,Total,80.5
3162609,São João do Oriente - MG,2010,Total,85.1
3162658,São João do Pacuí - MG,2010,Total,80.3
3162708,São João do Paraíso - MG,2010,Total,75.3
3162807,São João Evangelista - MG,2010,Total,85.4
3162906,São João Nepomuceno - MG,2010,Total,95.0
3162922,São Joaquim de Bicas - MG,2010,Total,92.1
3162948,São José da Barra - MG,2010,Total,94.0
3162955,São José da Lapa - MG,2010,Total,94.9
3163003,São José da Safira - MG,2010,Total,78.8
3163102,São José da Varginha - MG,2010,Total,93.5
3163201,São José do Alegre - MG,2010,Total,91.6
3163300,São José do Divino - MG,2010,Total,81.1
3163409,São José do Goiabal - MG,2010,Total,88.8
3163508,São José do Jacuri - MG,2010,Total,82.1
3163607,São José do Mantimento - MG,2010,Total,85.4
3163706,São Lourenço - MG,2010,Total,96.1
3163805,São Miguel do Anta - MG,2010,Total,84.4
3163904,São Pedro da União - MG,2010,Total,88.4
3164001,São Pedro dos Ferros - MG,2010,Total,85.9
3164100,São Pedro do Suaçuí - MG,2010,Total,82.7
3164209,São Romão - MG,2010,Total,87.2
3164308,São Roque de Minas - MG,2010,Total,90.9
3164407,São Sebastião da Bela Vista - MG,2010,Total,86.7
3164431,São Sebastião da Vargem Alegre - MG,2010,Total,88.8
3164472,São Sebastião do Anta - MG,2010,Total,83.8
3164506,São Sebastião do Maranhão - MG,2010,Total,78.3
3164605,São Sebastião do Oeste - MG,2010,Total,91.1
3164704,São Sebastião do Paraíso - MG,2010,Total,94.1
3164803,São Sebastião do Rio Preto - MG,2010,Total,87.2
3164902,São Sebastião do Rio Verde - MG,2010,Total,90.7
3165008,São Tiago - MG,2010,Total,92.4
3165107,São Tomás de Aquino - MG,2010,Total,89.3
3165206,São Tomé das Letras - MG,2010,Total,88.5
3165305,São Vicente de Minas - MG,2010,Total,93.5
3165404,Sapucaí-Mirim - MG,2010,Total,90.8
3165503,Sardoá - MG,2010,Total,84.4
3165537,Sarzedo - MG,2010,Total,94.7
3165552,Setubinha - MG,2010,Total,72.5
3165560,Sem-Peixe - MG,2010,Total,85.7
3165578,Senador Amaral - MG,2010,Total,88.7
3165602,Senador Cortes - MG,2010,Total,89.3
3165701,Senador Firmino - MG,2010,Total,90.9
3165800,Senador José Bento - MG,2010,Total,89.0
3165909,Senador Modestino Gonçalves - MG,2010,Total,78.7
3166006,Senhora de Oliveira - MG,2010,Total,88.4
3166105,Senhora do Porto - MG,2010,Total,83.1
3166204,Senhora dos Remédios - MG,2010,Total,87.4
3166303,Sericita - MG,2010,Total,84.0
3166402,Seritinga - MG,2010,Total,91.8
3166501,Serra Azul de Minas - MG,2010,Total,76.8
3166600,Serra da Saudade - MG,2010,Total,87.7
3166709,Serra dos Aimorés - MG,2010,Total,82.2
3166808,Serra do Salitre - MG,2010,Total,91.8
3166907,Serrania - MG,2010,Total,87.7
3166956,Serranópolis de Minas - MG,2010,Total,79.0
3167004,Serranos - MG,2010,Total,84.6
3167103,Serro - MG,2010,Total,83.6
3167202,Sete Lagoas - MG,2010,Total,96.3
3167301,Silveirânia - MG,2010,Total,89.4
3167400,Silvianópolis - MG,2010,Total,89.2
3167509,Simão Pereira - MG,2010,Total,89.8
3167608,Simonésia - MG,2010,Total,84.8
3167707,Sobrália - MG,2010,Total,82.2
3167806,Soledade de Minas - MG,2010,Total,91.8
3167905,Tabuleiro - MG,2010,Total,88.2
3168002,Taiobeiras - MG,2010,Total,84.2
3168051,Taparuba - MG,2010,Total,82.9
3168101,Tapira - MG,2010,Total,93.9
3168200,Tapiraí - MG,2010,Total,88.2
3168309,Taquaraçu de Minas - MG,2010,Total,87.1
3168408,Tarumirim - MG,2010,Total,83.8
3168507,Teixeiras - MG,2010,Total,90.6
3168606,Teófilo Otoni - MG,2010,Total,88.2
3168705,Timóteo - MG,2010,Total,95.9
3168804,Tiradentes - MG,2010,Total,94.6
3168903,Tiros - MG,2010,Total,90.3
3169000,Tocantins - MG,2010,Total,91.9
3169059,Tocos do Moji - MG,2010,Total,90.5
3169109,Toledo - MG,2010,Total,85.2
3169208,Tombos - MG,2010,Total,88.6
3169307,Três Corações - MG,2010,Total,93.6
3169356,Três Marias - MG,2010,Total,93.2
3169406,Três Pontas - MG,2010,Total,92.1
3169505,Tumiritinga - MG,2010,Total,84.4
3169604,Tupaciguara - MG,2010,Total,91.3
3169703,Turmalina - MG,2010,Total,86.7
3169802,Turvolândia - MG,2010,Total,89.9
3169901,Ubá - MG,2010,Total,94.6
3170008,Ubaí - MG,2010,Total,82.1
3170057,Ubaporanga - MG,2010,Total,86.7
3170107,Uberaba - MG,2010,Total,96.0
3170206,Uberlândia - MG,2010,Total,96.5
3170305,Umburatiba - MG,2010,Total,75.9
3170404,Unaí - MG,2010,Total,91.9
3170438,União de Minas - MG,2010,Total,87.0
3170479,Uruana de Minas - MG,2010,Total,84.1
3170503,Urucânia - MG,2010,Total,86.2
3170529,Urucuia - MG,2010,Total,88.2
3170578,Vargem Alegre - MG,2010,Total,83.5
3170602,Vargem Bonita - MG,2010,Total,92.6
3170651,Vargem Grande do Rio Pardo - MG,2010,Total,77.7
3170701,Varginha - MG,2010,Total,95.7
3170750,Varjão de Minas - MG,2010,Total,91.9
3170800,Várzea da Palma - MG,2010,Total,89.1
3170909,Varzelândia - MG,2010,Total,78.7
3171006,Vazante - MG,2010,Total,93.2
3171030,Verdelândia - MG,2010,Total,76.2
3171071,Veredinha - MG,2010,Total,80.5
3171105,Veríssimo - MG,2010,Total,88.6
3171154,Vermelho Novo - MG,2010,Total,88.0
3171204,Vespasiano - MG,2010,Total,94.6
3171303,Viçosa - MG,2010,Total,94.8
3171402,Vieiras - MG,2010,Total,86.7
3171501,Mathias Lobato - MG,2010,Total,81.9
3171600,Virgem da Lapa - MG,2010,Total,80.0
3171709,Virgínia - MG,2010,Total,88.6
3171808,Virginópolis - MG,2010,Total,88.4
3171907,Virgolândia - MG,2010,Total,81.0
3172004,Visconde do Rio Branco - MG,2010,Total,91.9
3172103,Volta Grande - MG,2010,Total,88.8
3172202,Wenceslau Braz - MG,2010,Total,94.8
3200102,Afonso Cláudio - ES,2010,Total,86.9
3200136,Águia Branca - ES,2010,Total,86.5
3200169,Água Doce do Norte - ES,2010,Total,82.0
3200201,Alegre - ES,2010,Total,87.5
3200300,Alfredo Chaves - ES,2010,Total,92.6
3200359,Alto Rio Novo - ES,2010,Total,84.8
3200409,Anchieta - ES,2010,Total,93.8
3200508,Apiacá - ES,2010,Total,85.9
3200607,Aracruz - ES,2010,Total,93.3
3200706,Atílio Vivácqua - ES,2010,Total,90.4
3200805,Baixo Guandu - ES,2010,Total,88.0
3200904,Barra de São Francisco - ES,2010,Total,85.7
3201001,Boa Esperança - ES,2010,Total,85.0
3201100,Bom Jesus do Norte - ES,2010,Total,91.5
3201159,Brejetuba - ES,2010,Total,83.2
3201209,Cachoeiro de Itapemirim - ES,2010,Total,94.6
3201308,Cariacica - ES,2010,Total,94.3
3201407,Castelo - ES,2010,Total,92.2
3201506,Colatina - ES,2010,Total,92.8
3201605,Conceição da Barra - ES,2010,Total,86.5
3201704,Conceição do Castelo - ES,2010,Total,88.9
3201803,Divino de São Lourenço - ES,2010,Total,86.5
3201902,Domingos Martins - ES,2010,Total,90.0
3202009,Dores do Rio Preto - ES,2010,Total,84.0
3202108,Ecoporanga - ES,2010,Total,81.7
3202207,Fundão - ES,2010,Total,91.3
3202256,Governador Lindenberg - ES,2010,Total,89.5
3202306,Guaçuí - ES,2010,Total,88.1
3202405,Guarapari - ES,2010,Total,93.9
3202454,Ibatiba - ES,2010,Total,83.9
3202504,Ibiraçu - ES,2010,Total,92.5
3202553,Ibitirama - ES,2010,Total,82.8
3202603,Iconha - ES,2010,Total,92.2
3202652,Irupi - ES,2010,Total,83.1
3202702,Itaguaçu - ES,2010,Total,87.6
3202801,Itapemirim - ES,2010,Total,89.3
3202900,Itarana - ES,2010,Total,90.8
3203007,Iúna - ES,2010,Total,86.2
3203056,Jaguaré - ES,2010,Total,87.6
3203106,Jerônimo Monteiro - ES,2010,Total,87.9
3203130,João Neiva - ES,2010,Total,92.8
3203163,Laranja da Terra - ES,2010,Total,87.8
3203205,Linhares - ES,2010,Total,91.2
3203304,Mantenópolis - ES,2010,Total,83.4
3203320,Marataízes - ES,2010,Total,91.0
3203346,Marechal Floriano - ES,2010,Total,91.2
3203353,Marilândia - ES,2010,Total,88.8
3203403,Mimoso do Sul - ES,2010,Total,88.1
3203502,Montanha - ES,2010,Total,84.2
3203601,Mucurici - ES,2010,Total,81.9
3203700,Muniz Freire - ES,2010,Total,86.8
3203809,Muqui - ES,2010,Total,89.4
3203908,Nova Venécia - ES,2010,Total,89.7
3204005,Pancas - ES,2010,Total,84.2
3204054,Pedro Canário - ES,2010,Total,83.8
3204104,Pinheiros - ES,2010,Total,84.5
3204203,Piúma - ES,2010,Total,93.0
3204252,Ponto Belo - ES,2010,Total,80.4
3204302,Presidente Kennedy - ES,2010,Total,84.5
3204351,Rio Bananal - ES,2010,Total,87.8
3204401,Rio Novo do Sul - ES,2010,Total,91.5
3204500,Santa Leopoldina - ES,2010,Total,87.8
3204559,Santa Maria de Jetibá - ES,2010,Total,90.1
3204609,Santa Teresa - ES,2010,Total,90.9
3204658,São Domingos do Norte - ES,2010,Total,88.8
3204708,São Gabriel da Palha - ES,2010,Total,90.3
3204807,São José do Calçado - ES,2010,Total,88.6
3204906,São Mateus - ES,2010,Total,91.2
3204955,São Roque do Canaã - ES,2010,Total,91.1
3205002,Serra - ES,2010,Total,94.8
3205010,Sooretama - ES,2010,Total,86.9
3205036,Vargem Alta - ES,2010,Total,89.7
3205069,Venda Nova do Imigrante - ES,2010,Total,92.2
3205101,Viana - ES,2010,Total,93.4
3205150,Vila Pavão - ES,2010,Total,87.0
3205176,Vila Valério - ES,2010,Total,87.2
3205200,Vila Velha - ES,2010,Total,96.6
3205309,Vitória - ES,2010,Total,97.1
3300100,Angra dos Reis - RJ,2010,Total,95.2
3300159,Aperibé - RJ,2010,Total,90.1
3300209,Araruama - RJ,2010,Total,93.1
3300225,Areal - RJ,2010,Total,93.2
3300233,Armação dos Búzios - RJ,2010,Total,95.8
3300258,Arraial do Cabo - RJ,2010,Total,95.8
3300308,Barra do Piraí - RJ,2010,Total,95.7
3300407,Barra Mansa - RJ,2010,Total,96.3
3300456,Belford Roxo - RJ,2010,Total,95.3
3300506,Bom Jardim - RJ,2010,Total,90.2
3300605,Bom Jesus do Itabapoana - RJ,2010,Total,90.9
3300704,Cabo Frio - RJ,2010,Total,95.3
3300803,Cachoeiras de Macacu - RJ,2010,Total,91.4
3300902,Cambuci - RJ,2010,Total,88.3
3300936,Carapebus - RJ,2010,Total,92.1
3300951,Comendador Levy Gasparian - RJ,2010,Total,93.2
3301009,Campos dos Goytacazes - RJ,2010,Total,93.5
3301108,Cantagalo - RJ,2010,Total,91.3
3301157,Cardoso Moreira - RJ,2010,Total,85.9
3301207,Carmo - RJ,2010,Total,90.7
3301306,Casimiro de Abreu - RJ,2010,Total,93.6
3301405,Conceição de Macabu - RJ,2010,Total,91.0
3301504,Cordeiro - RJ,2010,Total,94.5
3301603,Duas Barras - RJ,2010,Total,89.2
3301702,Duque de Caxias - RJ,2010,Total,95.3
3301801,Engenheiro Paulo de Frontin - RJ,2010,Total,94.6
3301850,Guapimirim - RJ,2010,Total,93.0
3301876,Iguaba Grande - RJ,2010,Total,96.0
3301900,Itaboraí - RJ,2010,Total,93.9
3302007,Itaguaí - RJ,2010,Total,94.9
3302056,Italva - RJ,2010,Total,89.7
3302106,Itaocara - RJ,2010,Total,89.7
3302205,Itaperuna - RJ,2010,Total,92.9
3302254,Itatiaia - RJ,2010,Total,94.5
3302270,Japeri - RJ,2010,Total,93.3
3302304,Laje do Muriaé - RJ,2010,Total,87.5
3302403,Macaé - RJ,2010,Total,96.0
3302452,Macuco - RJ,2010,Total,92.7
3302502,Magé - RJ,2010,Total,94.5
3302601,Mangaratiba - RJ,2010,Total,96.2
3302700,Maricá - RJ,2010,Total,95.7
3302809,Mendes - RJ,2010,Total,94.8
3302858,Mesquita - RJ,2010,Total,96.7
3302908,Miguel Pereira - RJ,2010,Total,93.7
3303005,Miracema - RJ,2010,Total,90.0
3303104,Natividade - RJ,2010,Total,89.6
3303203,Nilópolis - RJ,2010,Total,97.9
3303302,Niterói - RJ,2010,Total,97.8
3303401,Nova Friburgo - RJ,2010,Total,95.3
3303500,Nova Iguaçu - RJ,2010,Total,95.5
3303609,Paracambi - RJ,2010,Total,94.9
3303708,Paraíba do Sul - RJ,2010,Total,94.4
3303807,Paraty - RJ,2010,Total,92.3
3303856,Paty do Alferes - RJ,2010,Total,88.8
3303906,Petrópolis - RJ,2010,Total,96.3
3303955,Pinheiral - RJ,2010,Total,95.1
3304003,Piraí - RJ,2010,Total,93.3
3304102,Porciúncula - RJ,2010,Total,89.4
3304110,Porto Real - RJ,2010,Total,94.2
3304128,Quatis - RJ,2010,Total,93.8
3304144,Queimados - RJ,2010,Total,94.5
3304151,Quissamã - RJ,2010,Total,92.0
3304201,Resende - RJ,2010,Total,96.0
3304300,Rio Bonito - RJ,2010,Total,92.8
3304409,Rio Claro - RJ,2010,Total,90.7
3304508,Rio das Flores - RJ,2010,Total,92.1
3304524,Rio das Ostras - RJ,2010,Total,96.5
3304557,Rio de Janeiro - RJ,2010,Total,97.2
3304607,Santa Maria Madalena - RJ,2010,Total,87.7
3304706,Santo Antônio de Pádua - RJ,2010,Total,91.5
3304755,São Francisco de Itabapoana - RJ,2010,Total,82.8
3304805,São Fidélis - RJ,2010,Total,90.5
3304904,São Gonçalo - RJ,2010,Total,96.6
3305000,São João da Barra - RJ,2010,Total,90.8
3305109,São João de Meriti - RJ,2010,Total,96.7
3305133,São José de Ubá - RJ,2010,Total,86.5
3305158,São José do Vale do Rio Preto - RJ,2010,Total,90.8
3305208,São Pedro da Aldeia - RJ,2010,Total,94.3
3305307,São Sebastião do Alto - RJ,2010,Total,86.6
3305406,Sapucaia - RJ,2010,Total,90.5
3305505,Saquarema - RJ,2010,Total,94.2
3305554,Seropédica - RJ,2010,Total,94.4
3305604,Silva Jardim - RJ,2010,Total,87.9
3305703,Sumidouro - RJ,2010,Total,85.4
3305752,Tanguá - RJ,2010,Total,91.8
3305802,Teresópolis - RJ,2010,Total,94.0
3305901,Trajano de Moraes - RJ,2010,Total,86.7
3306008,Três Rios - RJ,2010,Total,94.9
3306107,Valença - RJ,2010,Total,94.4
3306156,Varre-Sai - RJ,2010,Total,89.4
3306206,Vassouras - RJ,2010,Total,92.8
3306305,Volta Redonda - RJ,2010,Total,96.9
3500105,Adamantina - SP,2010,Total,94.0
3500204,Adolfo - SP,2010,Total,92.5
3500303,Aguaí - SP,2010,Total,92.8
3500402,Águas da Prata - SP,2010,Total,94.3
3500501,Águas de Lindóia - SP,2010,Total,94.5
3500550,Águas de Santa Bárbara - SP,2010,Total,95.4
3500600,Águas de São Pedro - SP,2010,Total,98.5
3500709,Agudos - SP,2010,Total,95.1
3500758,Alambari - SP,2010,Total,94.0
3500808,Alfredo Marcondes - SP,2010,Total,90.5
3500907,Altair - SP,2010,Total,90.5
3501004,Altinópolis - SP,2010,Total,94.3
3501103,Alto Alegre - SP,2010,Total,91.8
3501152,Alumínio - SP,2010,Total,95.8
3501202,Álvares Florence - SP,2010,Total,91.4
3501301,Álvares Machado - SP,2010,Total,93.6
3501400,Álvaro de Carvalho - SP,2010,Total,91.7
3501509,Alvinlândia - SP,2010,Total,90.4
3501608,Americana - SP,2010,Total,97.4
3501707,Américo Brasiliense - SP,2010,Total,93.7
3501806,Américo de Campos - SP,2010,Total,92.9
3501905,Amparo - SP,2010,Total,95.6
3502002,Analândia - SP,2010,Total,93.9
3502101,Andradina - SP,2010,Total,94.5
3502200,Angatuba - SP,2010,Total,93.9
3502309,Anhembi - SP,2010,Total,94.1
3502408,Anhumas - SP,2010,Total,92.7
3502507,Aparecida - SP,2010,Total,96.8
3502606,Aparecida d'Oeste - SP,2010,Total,88.9
3502705,Apiaí - SP,2010,Total,93.1
3502754,Araçariguama - SP,2010,Total,93.8
3502804,Araçatuba - SP,2010,Total,96.4
3502903,Araçoiaba da Serra - SP,2010,Total,95.4
3503000,Aramina - SP,2010,Total,94.2
3503109,Arandu - SP,2010,Total,92.0
3503158,Arapeí - SP,2010,Total,93.0
3503208,Araraquara - SP,2010,Total,96.6
3503307,Araras - SP,2010,Total,95.6
3503356,Arco-Íris - SP,2010,Total,85.8
3503406,Arealva - SP,2010,Total,93.1
3503505,Areias - SP,2010,Total,92.3
3503604,Areiópolis - SP,2010,Total,90.6
3503703,Ariranha - SP,2010,Total,92.7
3503802,Artur Nogueira - SP,2010,Total,94.9
3503901,Arujá - SP,2010,Total,95.5
3503950,Aspásia - SP,2010,Total,88.4
3504008,Assis - SP,2010,Total,96.2
3504107,Atibaia - SP,2010,Total,95.4
3504206,Auriflama - SP,2010,Total,93.1
3504305,Avaí - SP,2010,Total,92.8
3504404,Avanhandava - SP,2010,Total,92.8
3504503,Avaré - SP,2010,Total,95.5
3504602,Bady Bassitt - SP,2010,Total,96.3
3504701,Balbinos - SP,2010,Total,94.0
3504800,Bálsamo - SP,2010,Total,92.9
3504909,Bananal - SP,2010,Total,92.6
3505005,Barão de Antonina - SP,2010,Total,91.5
3505104,Barbosa - SP,2010,Total,90.9
3505203,Bariri - SP,2010,Total,94.6
3505302,Barra Bonita - SP,2010,Total,94.8
3505351,Barra do Chapéu - SP,2010,Total,89.2
3505401,Barra do Turvo - SP,2010,Total,84.8
3505500,Barretos - SP,2010,Total,96.1
3505609,Barrinha - SP,2010,Total,92.2
3505708,Barueri - SP,2010,Total,96.2
3505807,Bastos - SP,2010,Total,93.7
3505906,Batatais - SP,2010,Total,95.3
3506003,Bauru - SP,2010,Total,97.0
3506102,Bebedouro - SP,2010,Total,95.4
3506201,Bento de Abreu - SP,2010,Total,92.7
